Order,Semester,Lesson,Slide,QID,Classification,Purpose,Activity,Lesson Flow,Passive Type,
591,S16,fp 2:  Radial Velocity,Get Mass,q:1442434792602:135,Passive,,,Required,Text,
592,S16,fp 2:  Radial Velocity,Radial Velocity Calculation,q:1442437656331:194,Passive,,,Required,Text,
593,S16,fp 2:  Radial Velocity,Explanation,q:1442437834211:215,Passive,,,Required,Text,
594,S16,fp 2:  Radial Velocity,Planet Mass,q:1442437961830:220,Passive,,,Required,Text,
595,S16,fp 2:  Radial Velocity,Doppler to RV,q:1442437672550:203,Active,,,Required,,
596,S16,fp 2:  Radial Velocity,RV to Mass,q:1442528511874:572,Active,,,Required,,
597,S16,fp 2:  Radial Velocity,Bias,q:1442440603223:233,Active,,,Required,,
598,S16,fp 2:  Radial Velocity,Get Redshift,q:1442513441318:99,Active,,,Required,,
599,S16,fp 2:  Radial Velocity,Max Doppler,q:1442513793375:107,Active,,,Required,,
600,S16,fp 2:  Radial Velocity,Min Doppler,q:1442623330110:971,Active,,,Required,,
601,S16,fp 2:  Radial Velocity,Edge-On,q:1442514141977:112,Passive,,,Required,Text+Video,
602,S16,fp 2:  Radial Velocity,Face-On,q:1442514563840:885,Passive,,,Required,Text+Video,
603,S16,fp 2:  Radial Velocity,In Between,q:1442515649813:934,Passive,,,Required,Text+Video,
604,S16,fp 2:  Radial Velocity,Equation Application,q:1442515347220:921,Passive,,,Required,Text,
605,S16,fp 2:  Radial Velocity,Mass at 90,q:1442527118748:568,Active,,,Required,,
606,S16,fp 2:  Radial Velocity,Mass at 10.5,q:1442530055743:577,Active,,,Required,,
607,S16,fp 2:  Radial Velocity,Reason for Differ...,q:1442530079625:582,Passive,,,Required,Text,
608,S16,fp 2:  Radial Velocity,Minimum Mass,q:1442530343106:587,Passive,,,Required,Text,
609,S16,fp 2:  Radial Velocity,Simplification,q:1442531081912:614,Passive,,,Required,Text,
610,S16,fp 2:  Radial Velocity,Summary,q:1442532249961:627,Passive,,,Required,Text+Video,
611,S16,fp 2:  Application,Instructions,q:1395783430793:932,Passive,,,Required,Text,
612,S16,fp 2:  Application,Lightcurve 1,q:1395783430793:957,Active,,,Bank Option,,
613,S16,fp 2:  Application,Lightcurve 2,q:1395783430793:970,Active,,,Bank Option,,
614,S16,fp 2:  Application,Lightcurve 3,q:1395783430793:983,Active,,,Bank Option,,
615,S16,fp 2:  Application,Exit,q:1395783430793:996,Passive,,,Required,Text+Image,
616,S16,fp 3:  Planet Composition,Survey,q:1442944442231:45,Passive,,,Required,Text+Image,
617,S16,fp 3:  Planet Composition,Lecturette:  Types of Planets,q:1442944442231:56,Passive,,,Required,Video,
618,S16,fp 3:  Planet Composition,Density Definition,q:1443228505064:511,Passive,,,Required,Text+Image,
619,S16,fp 3:  Planet Composition,Density Rank,q:1443824904003:696,Active,,,Required,,
620,S16,fp 3:  Planet Composition,Mass Rank,q:1443117970709:759,Active,,,Required,,
621,S16,fp 3:  Planet Composition,Volume Rank,q:1443118106717:764,Active,,,Required,,
622,S16,fp 3:  Planet Composition,Lecturette: Density,q:1442966943503:483,Active,,,Required,,
623,S16,fp 3:  Planet Composition,Density Calculations,q:1442946444945:90,Active,,,Required,,
624,S16,fp 3:  Planet Composition,Density Mixer,q:1442967508930:496,Passive,,,Required,Text+Image,
625,S16,fp 3:  Planet Composition,Add Masses - Simple,q:1442967776859:501,Active,,,Required,,
626,S16,fp 3:  Planet Composition,Add Masses - Complex,q:1442968256909:506,Active,,,Required,,
627,S16,fp 3:  Planet Composition,Planet Reconstruction,q:1442968687887:526,Passive,,,Required,Text,
628,S16,fp 3:  Planet Composition,Match Data,q:1443028813508:274,Active,,,Required,,
629,S16,fp 3:  Planet Composition,Degenerate Solutions,q:1442968820794:530,Passive,,,Required,Text+Image,
630,S16,fp 3:  Planet Composition,Parsimony,q:1442969003399:534,Passive,,,Required,Text+Image,
631,S16,fp 3:  Planet Composition,Simplest Solution,q:1442969221057:539,Active,,,Required,,
632,S16,fp 3:  Planet Composition,Let's Model,q:1442968633907:516,Passive,,,Required,Text,
633,S16,fp 3:  Planet Composition,Saturn Density,q:1442946453488:268,Active,,,Required,,
634,S16,fp 3:  Planet Composition,Saturn Composition,q:1442946453488:275,Active,,,Required,,
635,S16,fp 3:  Planet Composition,Build-a-Saturn,q:1442946453488:285,Active,,,Required,,
636,S16,fp 3:  Planet Composition,Neptune Density,q:1442946453488:295,Active,,,Required,,
637,S16,fp 3:  Planet Composition,Neptune Composition,q:1442946453488:302,Active,,,Required,,
638,S16,fp 3:  Planet Composition,Build-a-Neptune,q:1442946453488:312,Active,,,Required,,
639,S16,fp 3:  Planet Composition,Earth Density,q:1442946453488:239,Active,,,Required,,
640,S16,fp 3:  Planet Composition,Earth Composition,q:1442946453488:246,Active,,,Required,,
641,S16,fp 3:  Planet Composition,Build-an-Earth,q:1442946453488:256,Active,,,Required,,
642,S16,fp 3:  Planet Composition,Pluto Density,q:1442970035079:552,Active,,,Required,,
643,S16,fp 3:  Planet Composition,Pluto Composition,q:1442970139350:560,Active,,,Required,,
644,S16,fp 3:  Planet Composition,Build-a-Pluto,q:1442970160661:571,Active,,,Required,,
645,S16,fp 3:  Planet Composition,Version 1,q:1442946453488:323,Active,,,Bank Option,,
646,S16,fp 3:  Planet Composition,Version 2,q:1443038932584:318,Active,,,Bank Option,,
647,S16,fp 3:  Planet Composition,Version 3,q:1443039548191:333,Active,,,Bank Option,,
648,S16,fp 3:  Planet Composition,Summary,q:1443042594258:363,Passive,,,Required,Text+Video,
649,S16,fp 3:  Application,Instructions,q:1395783544056:702,Passive,,,Required,Text,
650,S16,fp 3:  Application,Combo 1,q:1414190578742:143,Active,,,Bank Option,,
651,S16,fp 3:  Application,Combo 2,q:1414190114950:116,Active,,,Bank Option,,
652,S16,fp 3:  Application,Combo 3,q:1414190700237:153,Active,,,Bank Option,,
653,S16,fp 3:  Application,Combo 4,q:1414190739890:158,Active,,,Bank Option,,
654,S16,fp 3:  Application,Combo 5,q:1414190829072:163,Active,,,Bank Option,,
655,S16,fp 3:  Application,Combo 6,q:1414190901278:168,Active,,,Bank Option,,
656,S16,fp 3:  Application,Combo 7,q:1414190959764:173,Active,,,Bank Option,,
657,S16,fp 3:  Application,Combo 1,q:1395783544056:711,Active,,,Bank Option,,
658,S16,fp 3:  Application,Combo 2,q:1395783544056:715,Active,,,Bank Option,,
659,S16,fp 3:  Application,Combo 3,q:1395783544056:719,Active,,,Bank Option,,
660,S16,fp 3:  Application,Combo 4,q:1395783544056:723,Active,,,Bank Option,,
661,S16,fp 3:  Application,Combo 5,q:1395783544056:727,Active,,,Bank Option,,
662,S16,fp 3:  Application,Combo 6,q:1395783544056:731,Active,,,Bank Option,,
663,S16,fp 3:  Application,Exit,q:1395783544056:735,Passive,,,Required,Text+Image,
664,S16,fp 4:  Atmospheres,Survey,q:1395783251783:931,Active,,,Required,,
665,S16,fp 4:  Atmospheres,Survey Results,q:1395783251783:935,Passive,,,Required,Poll Results,
666,S16,fp 4:  Atmospheres,Lecturette:  Molecules,q:1395783251783:939,Passive,,,Required,Video,
667,S16,fp 4:  Atmospheres,Lecturette - Chondrites,q:1395783257683:948,Active,,,Required,,
668,S16,fp 4:  Atmospheres,Gas Intro,q:1395783257683:954,Active,,,Required,,
669,S16,fp 4:  Atmospheres,Mass-Speed,q:1395783257683:963,Active,,,Required,,
670,S16,fp 4:  Atmospheres,Temperature-Speed,q:1395783257683:971,Active,,,Required,,
671,S16,fp 4:  Atmospheres,Escape Velocity,q:1395783257683:988,Active,,,Required,,
672,S16,fp 4:  Atmospheres,Gas Loss,q:1395783257683:993,Active,,,Required,,
673,S16,fp 4:  Atmospheres,Lecturette - Gas Loss,q:1395783257683:100,Active,,,Required,,
674,S16,fp 4:  Atmospheres,Hypothesis - Atmospheres,q:1395783257683:100,Active,,,Required,,
675,S16,fp 4:  Atmospheres,Mass vs. Retention,q:1395783257684:1018,Active,,,Required,,
676,S16,fp 4:  Atmospheres,Fix Hypothesis,q:1395783257684:1031,Active,,,Optional,,
677,S16,fp 4:  Atmospheres,Distance vs. Retention,q:1395783257684:1035,Active,,,Required,,
678,S16,fp 4:  Atmospheres,Fix Hypothesis,q:1395783257684:1048,Active,,,Optional,,
679,S16,fp 4:  Atmospheres,Luminosity vs. Retention,q:1395783257684:1052,Active,,,Required,,
680,S16,fp 4:  Atmospheres,Fix Hypothesis,q:1395783257684:1065,Active,,,Optional,,
681,S16,fp 4:  Atmospheres,Solar System,q:1395783257684:1069,Active,,,Required,,
682,S16,fp 4:  Atmospheres,Exoplanets,q:1395783257684:1078,Active,,,Required,,
683,S16,fp 4:  Atmospheres,Unusual Atmospheres,q:1395783257684:1089,Active,,,Required,,
684,S16,fp 4:  Atmospheres,Lecturette:  Molecules,q:1395783257684:1093,Passive,,,Required,Video,
685,S16,fp 4:  Atmospheres,fp Conclusion,q:1395970337630:508,Passive,,,Required,Text+Image,
686,S16,fp 4:  Atmospheres,Summary,q:1395783262810:109,Passive,,,Required,Text+Video,
687,S16,fp 4:  Application,Instructions,q:1395783807466:964,Passive,,,Required,Text,
688,S16,fp 4:  Application,Combo 1,q:1414192054032:687,Active,,,Bank Option,,
689,S16,fp 4:  Application,Combo 2,q:1414192054032:691,Active,,,Bank Option,,
690,S16,fp 4:  Application,Combo 3,q:1414192054032:695,Active,,,Bank Option,,
691,S16,fp 4:  Application,Combo 4,q:1414192054032:699,Active,,,Bank Option,,
692,S16,fp 4:  Application,Combo 5,q:1414192054032:703,Active,,,Bank Option,,
693,S16,fp 4:  Application,Combo 6,q:1414192054032:707,Active,,,Bank Option,,
694,S16,fp 4:  Application,Combo 7,q:1414192054032:711,Active,,,Bank Option,,
695,S16,fp 4:  Application,Combo 8,q:1414192054032:715,Active,,,Bank Option,,
696,S16,fp 4:  Application,Combo 9,q:1414192054032:719,Active,,,Bank Option,,
697,S16,fp 4:  Application,Combo 10,q:1414192054032:723,Active,,,Bank Option,,
698,S16,fp 4:  Application,Exit,q:1395783807466:1017,Passive,,,Required,Text+Image,
699,S16,ne 1:  Water,Introduction,q:1393527454717:525,Passive,,,Required,Text+Image,
700,S16,ne 1:  Water,Lecturette:  Follow the Water,q:1393527454717:529,Passive,,,Required,Video,
701,S16,ne 1:  Water,Water Intro,q:1393527459958:538,Passive,,,Required,Text+Image,
702,S16,ne 1:  Water,Lecturette:  Special Water,q:1393527459958:542,Active,,,Required,,
703,S16,ne 1:  Water,Lecturette: Phases,q:1393527459958:546,Active,,,Required,,
704,S16,ne 1:  Water,Instructions,q:1393527459959:555,Active,,,Required,,
705,S16,ne 1:  Water,Stable Phases,q:1393527459959:562,Active,,,Required,,
706,S16,ne 1:  Water,Phase Transition,q:1393527459959:577,Active,,,Required,,
707,S16,ne 1:  Water,Why,q:1393527459959:584,Active,,,Required,,
708,S16,ne 1:  Water,Temp Comparison,q:1411665608777:652,Active,,,Required,,
709,S16,ne 1:  Water,Other Planets,q:1393530503445:661,Active,,,Required,,
710,S16,ne 1:  Water,Phase Transitions,q:1427413286731:468,Active,,,Required,,
711,S16,ne 1:  Water,Phase Diagram,q:1393527459959:615,Active,,,Required,,
712,S16,ne 1:  Water,A - Predicted,q:1393538030921:687,Active,,,Optional,,
713,S16,ne 1:  Water,A - Observations,q:1427415345389:518,Active,,,Optional,,
714,S16,ne 1:  Water,A - Match,q:1427414947952:503,Active,,,Optional,,
715,S16,ne 1:  Water,Investigate B,q:1393539895018:702,Active,,,Optional,,
716,S16,ne 1:  Water,Investigate C,q:1393540312510:712,Active,,,Optional,,
717,S16,ne 1:  Water,Stability Range,q:1411667269939:669,Active,,,Required,,
718,S16,ne 1:  Water,Lecturette:  Phase Diagram,q:1393527459959:635,Active,,,Required,,
719,S16,ne 1:  Water,Water Worlds,q:1393527459959:639,Passive,,,Required,Text+Image,
720,S16,ne 1:  Water,Summary,q:1393527466827:656,Passive,,,Required,Text+Video,
721,S16,ne 1:  Application,Instructions,q:1396386798434:928,Passive,,,Required,Text,
722,S16,ne 1:  Application,Combo 1,q:1396386798434:953,Active,,,Bank Option,,
723,S16,ne 1:  Application,Combo 2,q:1396386798434:957,Active,,,Bank Option,,
724,S16,ne 1:  Application,Combo 3,q:1396386798434:961,Active,,,Bank Option,,
725,S16,ne 1:  Application,Combo 4,q:1396386798434:965,Active,,,Bank Option,,
726,S16,ne 1:  Application,Combo 5,q:1396386798434:969,Active,,,Bank Option,,
727,S16,ne 1:  Application,Combo 6,q:1396386798434:973,Active,,,Bank Option,,
728,S16,ne 1:  Application,Combo 7,q:1396386798434:977,Active,,,Bank Option,,
729,S16,ne 1:  Application,Combo 1,q:1396387185238:1007,Active,,,Bank Option,,
730,S16,ne 1:  Application,Combo 2,q:1396389035553:1036,Active,,,Bank Option,,
731,S16,ne 1:  Application,Combo 3,q:1396389180572:1041,Active,,,Bank Option,,
732,S16,ne 1:  Application,Combo 4,q:1396389207781:1046,Active,,,Bank Option,,
733,S16,ne 1:  Application,Combo 5,q:1396389235096:1051,Active,,,Bank Option,,
734,S16,ne 1:  Application,Exit,q:1396386798434:981,Passive,,,Required,Text+Image,
735,S16,ne 2:  Energy Balance,Intro,q:1393548689019:958,Passive,,,Required,Text+Image,
736,S16,ne 2:  Energy Balance,Effective Temperature,q:1393548694071:967,Passive,,,Required,Text+Image,
737,S16,ne 2:  Energy Balance,Hypotheses,q:1393548694071:971,Passive,,,Required,Text+Image,
738,S16,ne 2:  Energy Balance,Luminosity,q:1393548694071:975,Active,,,Required,,
739,S16,ne 2:  Energy Balance,Orbital Radius,q:1393548694071:983,Active,,,Required,,
740,S16,ne 2:  Energy Balance,Planet Size,q:1393548694071:991,Active,,,Required,,
741,S16,ne 2:  Energy Balance,About Albedo,q:1393548694071:999,Passive,,,Required,Text+Image,
742,S16,ne 2:  Energy Balance,Albedo,q:1393548694071:1003,Active,,,Required,,
743,S16,ne 2:  Energy Balance,Tutorial,q:1393548694071:1015,Passive,,,Required,Text+Sim,
744,S16,ne 2:  Energy Balance,Instructions,q:1393548694071:1019,Passive,,,Required,Text+Sim,
745,S16,ne 2:  Energy Balance,Temp vs. Luminosity,q:1393548694072:1023,Active,,,Required,,
746,S16,ne 2:  Energy Balance,Fix Luminosity,q:1393548694072:1041,Active,,,Optional,,
747,S16,ne 2:  Energy Balance,Temp vs. Distance,q:1393548694072:1045,Active,,,Required,,
748,S16,ne 2:  Energy Balance,Fix Distance,q:1393548694072:1063,Active,,,Optional,,
749,S16,ne 2:  Energy Balance,Temp vs. Size,q:1393548694072:1067,Active,,,Required,,
750,S16,ne 2:  Energy Balance,Fix Size,q:1393548694072:1085,Active,,,Optional,,
751,S16,ne 2:  Energy Balance,Temp vs. Albedo,q:1393548694072:1089,Active,,,Required,,
752,S16,ne 2:  Energy Balance,Fix Albedo,q:1393548694072:1107,Active,,,Optional,,
753,S16,ne 2:  Energy Balance,Lecturette:  Energy Balance,q:1393548694072:1111,Passive,,,Required,Video,
754,S16,ne 2:  Energy Balance,Energy Balance,q:1393548694072:1115,Active,,,Required,,
755,S16,ne 2:  Energy Balance,AP - Logic 1,q:1393549219181:1222,Active,,,Optional,,
756,S16,ne 2:  Energy Balance,AP - Logic 2,q:1393549921847:1226,Active,,,Optional,,
757,S16,ne 2:  Energy Balance,AP - Logic 3,q:1393549925209:1230,Active,,,Optional,,
758,S16,ne 2:  Energy Balance,AP - Logic 4,q:1393549926690:1234,Active,,,Optional,,
759,S16,ne 2:  Energy Balance,AP - Logic 5,q:1393549927446:1238,Active,,,Optional,,
760,S16,ne 2:  Energy Balance,AP - Logic 6,q:1393549930499:1242,Active,,,Optional,,
761,S16,ne 2:  Energy Balance,Imbalance - Heat Up,q:1393548694072:1119,Active,,,Required,,
762,S16,ne 2:  Energy Balance,Imbalance - Cool Down,q:1393548694073:1123,Active,,,Required,,
763,S16,ne 2:  Energy Balance,Bridge,q:1393548694073:1127,Passive,,,Required,Text+Image,
764,S16,ne 2:  Energy Balance,Flux,q:1393548694073:1131,Passive,,,Required,Text,
765,S16,ne 2:  Energy Balance,Brightness-Distance Relationship,q:1393548694073:1135,Active,,,Required,,
766,S16,ne 2:  Energy Balance,Sphere Equation,q:1396399353051:805,Passive,,,Optional,Text+Image,
767,S16,ne 2:  Energy Balance,Flux at Earth,q:1393548694073:113,Passive,,,Required,Text+Image,
768,S16,ne 2:  Energy Balance,Calculating Flux,q:1393548694073:114,Active,,,Required,,
769,S16,ne 2:  Energy Balance,Lecturette:  Temperature Calculation,q:1393548694073:114,Passive,,,Required,Video,
770,S16,ne 2:  Energy Balance,Calculating Temperatures,q:1393548694073:115,Active,,,Required,,
771,S16,ne 2:  Energy Balance,Intro,q:1393548698946:116,Passive,,,Required,Text,
772,S16,ne 2:  Energy Balance,Move the Planet,q:1393548698946:1174,Active,,,Required,,
773,S16,ne 2:  Energy Balance,Water Zone,q:1393548698946:1178,Active,,,Required,,
774,S16,ne 2:  Energy Balance,Pressure Effects,q:1393548698947:1183,Active,,,Required,,
775,S16,ne 2:  Energy Balance,Determine Temps,q:1393548698947:1187,Active,,,Required,,
776,S16,ne 2:  Energy Balance,RH - Water Zone,q:1393548698947:1195,Active,,,Optional,,
777,S16,ne 2:  Energy Balance,RH - Calcuate,q:1427488740968:925,Active,,,Optional,,
778,S16,ne 2:  Energy Balance,RH - Stable Phase,q:1427488742808:935,Active,,,Optional,,
779,S16,ne 2:  Energy Balance,Difference,q:1393548698947:120,Active,,,Required,,
780,S16,ne 2:  Energy Balance,RH - Stability Range,q:1427487229353:259,Active,,,Optional,,
781,S16,ne 2:  Energy Balance,Lecturette:  Discrepency,q:1393548698947:121,Active,,,Required,,
782,S16,ne 2:  Energy Balance,Summary,q:1393548703020:121,Passive,,,Required,Text+Video,
783,S16,ne 2:  Application,Instructions,q:1396391988979:602,Passive,,,Required,Text,
784,S16,ne 2:  Application,Evaluation - Calc,q:1396391988979:606,Active,,,Required,,
785,S16,ne 2:  Application,Classify,q:1396391988979:610,Active,,,Required,,
786,S16,ne 2:  Application,Exit,q:1396391988979:627,Passive,,,Required,Text+Image,
787,S16,ne 3:  Gasses,Survey,q:1396392268041:607,Active,,,Required,,
788,S16,ne 3:  Gasses,Refresher - H2/He,q:1396477929259:526,Active,,,Optional,,
789,S16,ne 3:  Gasses,Survey Results,q:1396392268041:613,Active,,,Required,Text+Poll Results,
790,S16,ne 3:  Gasses,Lecturette:  Absorption,q:1396392275745:622,Passive,,,Required,Video,
791,S16,ne 3:  Gasses,Refresher - Energy,q:1427491758404:897,Active,,,Required,,
792,S16,ne 3:  Gasses,Refresher - Atoms,q:1427492679222:913,Passive,,,Required,Text+Image,
793,S16,ne 3:  Gasses,Refresher - Spectrum,q:1427493065415:920,Passive,,,Required,Text+Image,
794,S16,ne 3:  Gasses,Refresher - Particle,q:1427493146653:924,Active,,,Required,,
795,S16,ne 3:  Gasses,Tutorial,q:1396392275745:632,Active,,,Required,,
796,S16,ne 3:  Gasses,Vis Percentages,q:1396392275745:652,Active,,,Required,,
797,S16,ne 3:  Gasses,Vis Behavior,q:1396392275745:661,Active,,,Required,,
798,S16,ne 3:  Gasses,IR Setup,q:1411689249039:302,Active,,,Required,,
799,S16,ne 3:  Gasses,IR Percentages,q:1396392275745:666,Active,,,Required,,
800,S16,ne 3:  Gasses,IR Behavior,q:1396392275745:675,Active,,,Required,,
801,S16,ne 3:  Gasses,UV Setup,q:1411690637955:324,Active,,,Required,,
802,S16,ne 3:  Gasses,UV Percentages,q:1396392275745:636,Active,,,Required,,
803,S16,ne 3:  Gasses,UV Behavior,q:1396392275745:647,Active,,,Required,,
804,S16,ne 3:  Gasses,Pressure Hypothesis,q:1396392275745:680,Active,,,Required,,
805,S16,ne 3:  Gasses,Pressure Experiment,q:1396392275745:684,Active,,,Required,,
806,S16,ne 3:  Gasses,Justify,q:1396392275746:700,Active,,,Optional,,
807,S16,ne 3:  Gasses,UV Absorbers,q:1411691438554:335,Active,,,Required,,
808,S16,ne 3:  Gasses,Vis Absorbers,q:1411692109046:348,Active,,,Required,,
809,S16,ne 3:  Gasses,IR Absorbers,q:1411692475878:358,Active,,,Required,,
810,S16,ne 3:  Gasses,Group Molecules - Noble,q:1443218162872:347,Active,,,Required,,
811,S16,ne 3:  Gasses,Group Molecules - UV Only,q:1443225607181:372,Active,,,Required,,
812,S16,ne 3:  Gasses,Group Molecules - UV and IR,q:1443229588006:377,Active,,,Required,,
813,S16,ne 3:  Gasses,Group Molecules - All,q:1443229946188:382,Active,,,Required,,
814,S16,ne 3:  Gasses,Final Tally,q:1443230904153:387,Passive,,,Required,Text,
815,S16,ne 3:  Gasses,Lecturette:  Molecules and Light,q:1396392275746:743,Active,,,Required,,
816,S16,ne 3:  Gasses,Review - Spectrum,q:1396392278723:752,Passive,,,Required,Text+Image,
817,S16,ne 3:  Gasses,Review - Gas,q:1396392278723:756,Passive,,,Required,Text+Image,
818,S16,ne 3:  Gasses,Compilation,q:1396392278723:760,Active,,,Required,,
819,S16,ne 3:  Gasses,Arrows,q:1396392278723:764,Passive,,,Required,Text+Image,
820,S16,ne 3:  Gasses,Lecturette:  Observing Atmospheres,q:1396392278723:768,Passive,,,Required,Video,
821,S16,ne 3:  Gasses,N2O,q:1396630870589:425,Active,,,Bank Option,,
822,S16,ne 3:  Gasses,NH3,q:1396632138312:462,Active,,,Bank Option,,
823,S16,ne 3:  Gasses,O3,q:1396632239521:470,Active,,,Bank Option,,
824,S16,ne 3:  Gasses,H2O,q:1396632313610:478,Active,,,Bank Option,,
825,S16,ne 3:  Gasses,CO2,q:1396632434859:486,Active,,,Bank Option,,
826,S16,ne 3:  Gasses,CH4,q:1396632512108:494,Active,,,Bank Option,,
827,S16,ne 3:  Gasses,H2S,q:1396632565861:502,Active,,,Bank Option,,
828,S16,ne 3:  Gasses,Highlighted Gasses,q:1396632837317:510,Passive,,,Required,Text+Image,
829,S16,ne 3:  Gasses,Multi Stars,q:1427497400276:977,Active,,,Required,,
830,S16,ne 3:  Gasses,Current Status,q:1396392278723:816,Passive,,,Required,Text+Video,
831,S16,ne 3:  Gasses,Summary,q:1396392281544:821,Passive,,,Required,Text+Video,
832,S16,ne 3:  Application,Instructions,q:1396392378423:724,Passive,,,Required,Text,
833,S16,ne 3:  Application,NH3,q:1396392378423:732,Active,,,Bank Option,,
834,S16,ne 3:  Application,H2O,q:1396637326889:1037,Active,,,Bank Option,,
835,S16,ne 3:  Application,O3,q:1396637443409:1042,Active,,,Bank Option,,
836,S16,ne 3:  Application,H2S,q:1396637483119:1047,Active,,,Bank Option,,
837,S16,ne 3:  Application,N2O,q:1396637569633:1052,Active,,,Bank Option,,
838,S16,ne 3:  Application,CO2,q:1396637687005:1057,Active,,,Bank Option,,
839,S16,ne 3:  Application,CH4,q:1396637779260:1062,Active,,,Bank Option,,
840,S16,ne 3:  Application,Exit,q:1396392378423:780,Passive,,,Required,,
841,S16,ne 4:  Greenhouse Effect,Introduction,q:1396392536852:28,Active,,,Required,,
842,S16,ne 4:  Greenhouse Effect,Question 1,q:1396392536852:34,Active,,,Bank Option,,
843,S16,ne 4:  Greenhouse Effect,Question 2,q:1396392536852:44,Active,,,Bank Option,,
844,S16,ne 4:  Greenhouse Effect,Question 3,q:1396392536852:48,Active,,,Bank Option,,
845,S16,ne 4:  Greenhouse Effect,Question 4,q:1396392536852:56,Active,,,Bank Option,,
846,S16,ne 4:  Greenhouse Effect,Lecturette:  Discrepancy,q:1396392539350:65,Passive,,,Required,Video,
847,S16,ne 4:  Greenhouse Effect,Emission,q:1396392539350:69,Active,,,Required,,
848,S16,ne 4:  Greenhouse Effect,Energy Balance,q:1412294999187:389,Passive,,,Required,Image+Text,
849,S16,ne 4:  Greenhouse Effect,Effective Temperature,q:1412295229227:393,Passive,,,Required,Image+Text,
850,S16,ne 4:  Greenhouse Effect,Eff. Temp Controls,q:1412296380779:652,Active,,,Required,,
851,S16,ne 4:  Greenhouse Effect,Tutorial,q:1396392539350:77,Active,,,Required,,
852,S16,ne 4:  Greenhouse Effect,Inert - Energy In,q:1396392539350:81,Active,,,Required,,
853,S16,ne 4:  Greenhouse Effect,RH - Pressure Incompetence,q:1427740065004:82,Active,,,Required,,
854,S16,ne 4:  Greenhouse Effect,RH - Pressure Compare,q:1427740309605:831,Active,,,Required,,
855,S16,ne 4:  Greenhouse Effect,Inert - Energy Out,q:1396392539350:88,Active,,,Required,,
856,S16,ne 4:  Greenhouse Effect,Inert - Report Values,q:1427748885113:848,Active,,,Required,,
857,S16,ne 4:  Greenhouse Effect,Inert - Energy Balance,q:1427745178638:83,Active,,,Required,,
858,S16,ne 4:  Greenhouse Effect,Inert - In Balance?,q:1427749940810:886,Active,,,Required,,
859,S16,ne 4:  Greenhouse Effect,Inert - Temp,q:1427750369605:896,Active,,,Required,,
860,S16,ne 4:  Greenhouse Effect,UV - Energy In,q:1396392539351:102,Active,,,Required,,
861,S16,ne 4:  Greenhouse Effect,UV - Energy Out,q:1396392539351:110,Active,,,Required,,
862,S16,ne 4:  Greenhouse Effect,UV - Balance,q:1396660373067:456,Active,,,Required,,
863,S16,ne 4:  Greenhouse Effect,IR - Energy In,q:1396392539351:124,Active,,,Required,,
864,S16,ne 4:  Greenhouse Effect,IR - Energy Out,q:1396392539351:132,Active,,,Required,,
865,S16,ne 4:  Greenhouse Effect,IR - Balance,q:1396661687771:471,Active,,,Required,,
866,S16,ne 4:  Greenhouse Effect,Refresher - Noble,q:1396655850705:421,Active,,,Optional,,
867,S16,ne 4:  Greenhouse Effect,Refresher - O2/N2,q:1396659984404:451,Active,,,Optional,,
868,S16,ne 4:  Greenhouse Effect,AP - Logic 1,q:1427749232034:857,Active,,,Optional,,
869,S16,ne 4:  Greenhouse Effect,AP - Logic 2,q:1427749232034:861,Active,,,Optional,,
870,S16,ne 4:  Greenhouse Effect,AP - Logic 3,q:1427749232034:865,Active,,,Optional,,
871,S16,ne 4:  Greenhouse Effect,AP - Logic 4,q:1427749232034:869,Active,,,Optional,,
872,S16,ne 4:  Greenhouse Effect,AP - Logic 5,q:1427749232034:873,Active,,,Optional,,
873,S16,ne 4:  Greenhouse Effect,AP - Logic 6,q:1427749232034:877,Active,,,Optional,,
874,S16,ne 4:  Greenhouse Effect,Lecturette: GHE,q:1396392539351:146,Passive,,,Required,Video,
875,S16,ne 4:  Greenhouse Effect,Lower GHG,q:1396729104603:48,Active,,,Required,,
876,S16,ne 4:  Greenhouse Effect,Raise GHG,q:1396730139034:64,Active,,,Required,,
877,S16,ne 4:  Greenhouse Effect,GHE Summary - Energy In,q:1396730465705:74,Passive,,,Required,Text+Image,
878,S16,ne 4:  Greenhouse Effect,Mathematics,q:1414606597340:204,Passive,,,Required,Text+Image,
879,S16,ne 4:  Greenhouse Effect,Gas Overlay,q:1414607422977:800,Passive,,,Required,Text+Image,
880,S16,ne 4:  Greenhouse Effect,Maximizing GHE,q:1414607691542:805,Passive,,,Required,Text+Image,
881,S16,ne 4:  Greenhouse Effect,Overlaps,q:1414608797273:817,Passive,,,Required,Text+Image,
882,S16,ne 4:  Greenhouse Effect,Strength - CH4,q:1396392541557:159,Active,,,Required,,
883,S16,ne 4:  Greenhouse Effect,Strength - SO2,q:1396392541557:164,Active,,,Required,,
884,S16,ne 4:  Greenhouse Effect,Earth,q:1396392541557:170,Active,,,Required,,
885,S16,ne 4:  Greenhouse Effect,Earth - Gasses,q:1396392541557:175,Active,,,Required,,
886,S16,ne 4:  Greenhouse Effect,Earth - Strongest/Abundant,q:1396733627465:963,Active,,,Required,,
887,S16,ne 4:  Greenhouse Effect,Venus,q:1396392541557:180,Active,,,Required,,
888,S16,ne 4:  Greenhouse Effect,Venus - Gasses,q:1396392541557:186,Active,,,Required,,
