Slide,Lesson,Classification,Lesson Flow,Passive Type,x,y,time,,id,year,numbers,neworigintime,,intensity
Question 3,ne 4:  Application,Active,Bank Option,unknown,18.576,1.9557,2013-08-09T21:28:14.628,,1248,1877,1248,2003-12-01T00:00:00,,0.953
To Carbonates,ne 8:  Inorganic Carbon Cycle,Passive,Required,Text+Image,4.3202,28.358,2013-08-09T21:21:47.544,,1249,1009,1249,2004-01-01T00:00:00,,0.952
Light Terminology,R* 3:  Color,Passive,Required,Text,1.3048,-1.3481,2013-08-09T21:13:00.877,,1250,1876,1250,2004-02-01T00:00:00,,0.951
Summary,ne 9:  Habitable Zone,Passive,Required,Text,-2.988,24.302,2013-08-09T21:06:11.037,,1251,1952,1251,2004-03-01T00:00:00,,0.95
Tag Mercury,ne 6:  Planetary Evolution,Active,Required,unknown,13.054,8.5305,2013-08-09T20:51:09.848,,1252,1722,1252,2004-04-01T00:00:00,,0.949
Lecturette:  Discrepency,ne 2:  Energy Balance,Active,Required,unknown,-25.943,-22.011,2013-08-09T20:29:51.014,,1253,,1253,2004-05-01T00:00:00,,0.948
Introduction,R* 1:  Distance to Stars,Passive,Required,Text+Image,6.3986,-19.247,2013-08-09T19:48:16.259,,1254,1864,1254,2004-06-01T00:00:00,,0.947
Explore - Solar Model,ne 10:  Ancient Climates,Passive,Required,Text+Image,-14.07,-13.399,2013-08-09T19:46:17.045,,1255,1540,1255,2004-07-01T00:00:00,,0.946
Go to Outcrop,ne 7:  Age Dating,Passive,Required,Text+Image,8.9476,-20.748,2013-08-09T19:43:58.457,,1256,1802,1256,2004-08-01T00:00:00,,0.945
Comparitive Planetology,ne 6:  Planetary Evolution,Passive,Required,Text,17.455,-8.619,2013-08-09T19:29:44.894,,1257,,1257,2004-09-01T00:00:00,,0.944
Observe,R* 2:  Brightness,Active,Required,unknown,-16.914,-18.235,2013-08-09T19:18:36.072,,1258,-56,1258,2004-10-01T00:00:00,,0.943
Calculating Temperatures,ne 2:  Energy Balance,Active,Required,unknown,-21.747,-21.202,2013-08-09T19:13:57.347,,1259,1951,1259,2004-11-01T00:00:00,,0.942
Exit,fi 2:  Application,Passive,Required,Text+Image,20.778,-11.095,2013-08-09T19:13:01.199,,1260,998,1260,2004-12-01T00:00:00,,0.941
Mass at 90,fp 2:  Radial Velocity,Active,Required,unknown,9.908,27.19,2013-08-09T19:10:36.743,,1261,1931,1261,2005-01-01T00:00:00,,0.94
Results,Conclusion,Passive,Required,Text+Poll Results,23.725,-3.4168,2013-08-09T19:01:37.627,,1262,1813,1262,2005-02-01T00:00:00,,0.939
Organic Molecules,fl 2:  Life Ingredients,Passive,Required,Text+Image,-12.95,5.7275,2013-08-09T18:54:57.832,,1263,,1263,1980-07-01T00:00:00,,0.938
Summary,fl 4:  Phototrophy,Passive,Required,Text,-4.1925,20.119,2013-08-09T18:47:03.598,,1264,1819,1264,1980-08-01T00:00:00,,0.937
H2O,ne 3:  Gasses,Active,Bank Option,unknown,10.106,26.989,2013-08-09T18:34:57.476,,1265,1164,1265,1980-09-01T00:00:00,,0.936
Effect,L:  Doomsday,Active,Required,unknown,12.51,-1.8537,2013-08-09T18:14:45.298,,1266,,1266,1980-10-01T00:00:00,,0.935
Refresher - Spectrum,ne 3:  Gasses,Passive,Required,Text+Image,-27.238,-20.24,2013-08-09T17:56:50.903,,1267,1379,1267,1980-11-01T00:00:00,,0.934
Sun Powered,ne 6:  Planetary Evolution,Passive,Required,Text+Video,15.081,-7.697,2013-08-09T17:52:03.931,,1268,1559,1268,1980-12-01T00:00:00,,0.933
Rising Air,ne 5:  Climate,Active,Required,unknown,26.987,-6.2552,2013-08-09T17:47:00.74,,1269,1186,1269,2005-09-01T00:00:00,,0.932
Stable Phases,ne 1:  Water,Active,Required,unknown,-22.059,-21.415,2013-08-09T17:40:26.745,,1270,1950,1270,2005-10-01T00:00:00,,0.931
ne,Conclusion,Active,Required,unknown,22.335,-11.189,2013-08-09T17:35:29.345,,1271,1927,1271,2005-11-01T00:00:00,,0.93
Hypothesis,R* 3:  Color,Active,Required,unknown,7.2782,14.955,2013-08-09T17:20:32.162,,1272,1842,1272,2005-12-01T00:00:00,,0.929
Why Inclinations,fp 1:  Transits,Passive,Required,Text+Image,-0.54716,12.851,2013-08-09T16:57:01.69,,1273,921,1273,2006-01-01T00:00:00,,0.928
Major,Conclusion,Active,Required,unknown,23.517,-1.9467,2013-08-09T16:54:00.855,,1274,1540,1274,2006-02-01T00:00:00,,0.927
AP - Logic 1,ne 2:  Energy Balance,Active,Optional,unknown,-21.23,-5.6317,2013-08-09T16:53:58.88,,1275,1580,1275,2006-03-01T00:00:00,,0.926
RH - UR Analyze,ne 7:  Age Dating,Active,Optional,unknown,8.6816,-21.124,2013-08-09T16:51:30.855,,1276,1750,1276,2006-04-01T00:00:00,,0.925
Climate Records,ne 10:  Ancient Climates,Passive,Required,Text+Image,10.164,23.152,2013-08-09T16:46:08.174,,1277,1662,1277,2006-05-01T00:00:00,,0.924
Pressure,ne 5:  Climate,Active,Required,unknown,25.691,-7.3391,2013-08-09T16:11:44.171,,1278,1642,1278,2006-06-01T00:00:00,,0.923
Question 3,L:  Application,Active,Bank Option,unknown,16.027,-7.5819,2013-08-09T16:01:35.319,,1279,1368,1279,2006-07-01T00:00:00,,0.922
Science 2,Intro 1:  Preconceptions,Active,Required,unknown,-17.961,12.912,2013-08-09T15:41:19.407,,1280,1135,1280,2006-08-01T00:00:00,,0.921
Question 4,L:  Application,Active,Bank Option,unknown,16.997,-8.7251,2013-08-09T15:23:34.175,,1281,1520,1281,2006-09-01T00:00:00,,0.92
Tectonics,ne 6:  Planetary Evolution,Passive,Required,Text+Video,4.0188,7.1399,2013-08-09T15:16:27.496,,1282,1825,1282,2006-10-01T00:00:00,,0.919
Gas Intro,fp 4:  Atmospheres,Active,Required,unknown,-22.41,0.045008,2013-08-09T15:12:54.042,,1283,1775,1283,2006-11-01T00:00:00,,0.918
Terminology,fl 3:  Redox Chemistry,Active,Required,unknown,-5.7465,21.776,2013-08-09T15:04:02.524,,1284,1910,1284,2006-12-01T00:00:00,,0.917
Combo 3,R* 6:  Elements,Active,Bank Option,unknown,-13.736,-13.318,2013-08-09T15:02:39.195,,1285,1894,1285,2007-01-01T00:00:00,,0.916
Combo 3,R* 6:  Elements,Active,Bank Option,unknown,-13.736,-13.318,2013-08-09T14:58:31.986,,1286,1697,1286,2007-02-01T00:00:00,,0.915
Combo 3,R* 6:  Elements,Active,Bank Option,unknown,-13.736,-13.318,2013-08-09T14:48:36.62,,1287,1779,1287,2007-03-01T00:00:00,,0.914
Conclusion,fi 2:  Evolution,Passive,Required,Text+Image,0.35193,5.5559,2013-08-09T14:21:12.473,,1288,1647,1288,2007-04-01T00:00:00,,0.913
Calculate,R* 1:  Distance to Stars,Active,Required,unknown,-2.2707,-17.865,2013-08-09T14:07:33.864,,1289,1989,1289,2007-05-01T00:00:00,,0.912
Titan,fl 2:  Life Ingredients,Passive,Required,Text+Image,-13.245,5.7581,2013-08-09T14:01:05.859,,1290,1843,1290,2007-06-01T00:00:00,,0.911
Rifts,ne 6:  Planetary Evolution,Active,Required,unknown,15.977,-8.7118,2013-08-09T13:21:03.208,,1291,1583,1291,2007-07-01T00:00:00,,0.91
Disentangle,ne 7:  Age Dating,Passive,Required,Text+Image,17.055,-18.81,2013-08-09T13:12:36.302,,1292,1850,1292,2007-08-01T00:00:00,,0.909
Star 1,R* 6:  Elements,Active,Required,unknown,-14.383,-12.762,2013-08-09T12:51:07.995,,1293,1813,1293,2007-09-01T00:00:00,,0.908
Oceans --> Volcanism,ne 8:  Inorganic Carbon Cycle,Active,Required,unknown,-17.904,-6.5195,2013-08-09T12:25:27.597,,1294,1249,1294,2007-10-01T00:00:00,,0.907
Lecturette:  Radioactivity,ne 7:  Age Dating,Active,Required,unknown,9.8114,-14.545,2013-08-09T12:22:03.63,,1295,1965,1295,2007-11-01T00:00:00,,0.906
Lecturette:  Radioactivity,ne 7:  Age Dating,Active,Required,unknown,9.8114,-14.545,2013-08-09T11:53:44.418,,1296,1844,1296,2007-12-01T00:00:00,,0.905
Lecturette:  Radioactivity,ne 7:  Age Dating,Active,Required,unknown,23.878,-2.4707,2013-08-09T11:49:59.081,,1297,1438,1297,2008-01-01T00:00:00,,0.904
Lecturette:  Radioactivity,ne 7:  Age Dating,Active,Required,unknown,23.878,-2.4707,2013-08-09T11:45:49.01,,1298,1636,1298,2008-02-01T00:00:00,,0.903
Refresher - Runaway?,L:  Doomsday,Active,Optional,unknown,6.9052,26.663,2013-08-09T11:42:00.753,,1299,1552,1299,2008-03-01T00:00:00,,0.902
IR Percentages,ne 3:  Gasses,Active,Required,unknown,-3.3827,-5.4989,2013-08-09T11:33:31.035,,1300,1922,1300,2008-04-01T00:00:00,,0.901
Science 2,Conclusion,Active,Required,unknown,22.168,1.9712,2013-08-09T11:16:45.518,,1301,856,1301,2008-05-01T00:00:00,,0.9
Summary,fp 2:  Radial Velocity,Passive,Required,Text+Video,3.4896,29.357,2013-08-09T11:04:29.784,,1302,1618,1302,2008-06-01T00:00:00,,0.899
Things to Remember,Science Literacy,Passive,Bank Option,Text,-22.353,9.4601,2013-08-09T10:56:15.513,,1303,1647,1303,2008-07-01T00:00:00,,0.898
Location 1,ne 5:  Application,Active,Bank Option,unknown,16.118,11.627,2013-08-09T10:54:46.025,,1304,452,1304,2008-08-01T00:00:00,,0.897
Location 1,ne 5:  Application,Active,Bank Option,unknown,16.118,11.627,2013-08-09T10:49:30.648,,1305,1944,1305,2008-09-01T00:00:00,,0.896
Conclusion,Science Literacy,Passive,Required,Video,-22.701,9.8527,2013-08-09T10:32:28.593,,1306,1496,1306,2008-10-01T00:00:00,,0.895
RH - Stable Phase,ne 2:  Energy Balance,Active,Optional,unknown,-25.545,-22.004,2013-08-09T10:05:04.987,,1307,1250,1307,2008-11-01T00:00:00,,0.894
Survey,ne 8:  Inorganic Carbon Cycle,Active,Required,unknown,13.096,0.97524,2013-08-09T09:57:49.812,,1308,1925,1308,2008-12-01T00:00:00,,0.893
Modeling Circulation,ne 5:  Climate,Passive,Required,Text+Video,17.118,12.364,2013-08-09T09:51:38.221,,1309,1698,1309,2009-01-01T00:00:00,,0.892
Mountains,ne 6:  Planetary Evolution,Active,Required,unknown,16.429,-8.8819,2013-08-09T09:47:39.017,,1310,1931,1310,2009-02-01T00:00:00,,0.891
Atoms,R* 6:  Elements,Passive,Required,Text+Image,-15.881,-12.068,2013-08-09T09:45:21.783,,1311,1949,1311,2009-03-01T00:00:00,,0.89
Summary,ne 1:  Water,Passive,Required,Text+Video,-16.647,-17.627,2013-08-09T09:01:51.156,,1312,1830,1312,2009-04-01T00:00:00,,0.889
Mass Rank,fp 3:  Planet Composition,Active,Required,unknown,-8.7095,23.813,2013-08-09T08:07:24.381,,1313,1860,1313,2009-05-01T00:00:00,,0.888
Reality Check - Hyp 3-5,R* 2:  Brightness,Active,Required,unknown,-7.3902,-22.008,2013-08-09T07:21:35.464,,1314,1961,1314,2009-06-01T00:00:00,,0.887
Intro,fl 1:  Defining Life,Passive,Required,Text+Image,-20.906,13.563,2013-08-09T07:07:10.682,,1315,1911,1315,2009-07-01T00:00:00,,0.886
More Brains,Intro 2:  Mindscape,Passive,Required,Text+Image,4.52,-20.613,2013-08-09T06:57:06.017,,1316,1902,1316,2009-08-01T00:00:00,,0.885
Major Details,Intro 1:  Preconceptions,Active,Optional,unknown,-21.771,11.68,2013-08-09T06:50:02.363,,1317,1887,1317,2009-09-01T00:00:00,,0.884
Tutorial,R* 3:  Color,Active,Required,unknown,-0.28685,11.67,2013-08-09T06:45:03.247,,1318,1922,1318,2009-10-01T00:00:00,,0.883
Planet Info,ne 6:  Planetary Evolution,Passive,Required,Text+Image,17.213,-8.6199,2013-08-09T06:22:08.32,,1319,1968,1319,1980-07-01T00:00:00,,0.882
Experiment,R* 2:  Brightness,Active,Required,unknown,-7.7631,-22.021,2013-08-09T06:16:40.595,,1320,1908,1320,1980-08-01T00:00:00,,0.881
Intro to Mags,R* 2:  Brightness,Passive,Required,Text,-18.197,-18.772,2013-08-09T06:11:29.307,,1321,1859,1321,1980-09-01T00:00:00,,0.88
Survey Results,fl 4:  Phototrophy,Passive,Required,Text+Poll Results,-4.5348,20.137,2013-08-09T04:52:50.805,,1322,1913,1322,1980-10-01T00:00:00,,0.879
Balmer Series,fp 2:  Radial Velocity,Passive,Required,Text+Image,-1.7258,-15.75,2013-08-09T04:44:20.806,,1323,1760,1323,1980-11-01T00:00:00,,0.878
Obs 9,Intro 2:  Mindscape,Active,Bank Option,unknown,-6.3367,10.83,2013-08-09T04:16:12.841,,1324,1886,1324,1980-12-01T00:00:00,,0.877
Match Data,fp 3:  Planet Composition,Active,Required,unknown,-12.248,20.239,2013-08-09T04:12:13.143,,1325,1877,1325,2010-05-01T00:00:00,,0.876
Sequence 1,ne 7:  Age Dating,Active,Required,unknown,21.783,-9.7372,2013-08-09T04:06:44.441,,1326,2007,1326,2010-06-01T00:00:00,,0.875
Parameterize,Intro 6:  Drake Conjecture,Passive,Required,Text,12.174,15,2013-08-09T04:05:27.677,,1327,1875,1327,2010-07-01T00:00:00,,0.874
Condensation,ne 5:  Climate,Active,Required,unknown,24.154,7.1305,2013-08-09T03:17:47.224,,1328,1866,1328,2010-08-01T00:00:00,,0.873
Confirmation Bias - Analyze,Intro 2:  Mindscape,Passive,Required,Text+Poll Results,-3.9691,8.6233,2013-08-09T02:58:29.629,,1329,1861,1329,2010-09-01T00:00:00,,0.872
Temp vs. Size,ne 2:  Energy Balance,Active,Required,unknown,-19.123,-7.631,2013-08-09T02:32:31.853,,1330,1918,1330,2010-10-01T00:00:00,,0.871
Phospholipid - Components,fl 1:  Defining Life,Active,Required,unknown,-23.076,-0.07664,2013-08-09T02:24:18.058,,1331,1977,1331,2010-11-01T00:00:00,,0.87
Engagement 1,Conclusion,Active,Required,unknown,21.81,4.1705,2013-08-09T02:09:29.784,,1332,1904,1332,2010-12-01T00:00:00,,0.869
Evolution Test,fi 2:  Application,Active,Required,unknown,19.177,9.7411,2013-08-09T02:01:54.991,,1333,1919,1333,2011-01-01T00:00:00,,0.868
Rate of Change,L:  Doomsday,Passive,Required,Text+Image,9.0177,25.679,2013-08-10T21:54:08.235,,1334,1894,1334,2011-02-01T00:00:00,,0.867
Real H-R,R* 4:  H-R Diagram,Active,Required,unknown,-0.0052591,-11.893,2013-08-10T21:40:57.201,,1335,1795,1335,2011-03-01T00:00:00,,0.866
Positive Signal,fl 5:  Biosignatures,Active,Required,unknown,-8.3842,12.073,2013-08-10T21:24:30.532,,1336,2009,1336,2011-04-01T00:00:00,,0.865
UVB,fl 4:  Phototrophy,Active,Required,unknown,-8.6839,23.944,2013-08-10T21:21:28.68,,1337,1984,1337,2011-05-01T00:00:00,,0.864
Predictions,Intro 5:  The Scientific Process,Passive,Required,Text+Image,21.328,-12.458,2013-08-10T21:10:17.811,,1338,1829,1338,2011-06-01T00:00:00,,0.863
Lecturette:  Absorption,ne 3:  Gasses,Passive,Required,Video,-26.721,-21.148,2013-08-10T20:16:47.115,,1339,1952,1339,2011-07-01T00:00:00,,0.862
Wavelengths,R* 3:  Color,Passive,Required,Text+Image,7.5725,7.6424,2013-08-10T20:03:28.844,,1340,1814,1340,2011-08-01T00:00:00,,0.861
Break Carb,ne 9:  Habitable Zone,Active,Required,unknown,12.938,21.158,2013-08-10T20:00:59.771,,1341,1903,1341,2011-09-01T00:00:00,,0.86
Survey Results,ne 9:  Habitable Zone,Passive,Required,Text+Poll Results,12.801,20.988,2013-08-10T19:49:43.209,,1342,1931,1342,2011-10-01T00:00:00,,0.859
Example,R* 2:  Brightness,Passive,Required,Text+Image,-6.0375,-20.739,2013-08-10T19:12:12.709,,1343,1999,1343,2011-11-01T00:00:00,,0.858
Sink Effect,ne 8:  Inorganic Carbon Cycle,Active,Required,unknown,5.1837,28.017,2013-08-10T19:05:28.655,,1344,1877,1344,2011-12-01T00:00:00,,0.857
Equation Application,fp 2:  Radial Velocity,Passive,Required,Text,10.447,26.824,2013-08-10T18:59:24.535,,1345,1953,1345,2012-01-01T00:00:00,,0.856
Density Mixer,fp 3:  Planet Composition,Passive,Required,Text+Image,-11.646,20.817,2013-08-10T18:34:21.922,,1346,1855,1346,2012-02-01T00:00:00,,0.855
Ticks,ne 7:  Age Dating,Active,Required,unknown,9.8097,-14.591,2013-08-10T18:24:12.294,,1347,1952,1347,2012-03-01T00:00:00,,0.854
Lecturette:  Temperature Calculation,ne 2:  Energy Balance,Passive,Required,Video,-21.464,-20.92,2013-08-10T18:12:18.492,,1348,1881,1348,2012-04-01T00:00:00,,0.853
Temp vs. Albedo,ne 2:  Energy Balance,Active,Required,unknown,-20.255,-6.6363,2013-08-10T17:48:49.849,,1349,1723,1349,2012-05-01T00:00:00,,0.852
Search for Elements,R* 6:  Elements,Passive,Required,Text+Image,-10.709,-20.882,2013-08-10T17:27:46.014,,1350,1668,1350,2012-06-01T00:00:00,,0.851
Panspermia,fl 2:  Life Ingredients,Passive,Required,Text+Image,-12.755,5.9531,2013-08-10T17:16:53.301,,1351,1805,1351,2012-07-01T00:00:00,,0.85
Free Play,Intro 6:  Drake Conjecture,Passive,Required,Text+Sim,7.6631,-18.525,2013-08-10T17:13:11.042,,1352,1826,1352,2012-08-01T00:00:00,,0.849
Instructions,fp 4:  Application,Passive,Required,Text,-18.728,11.614,2013-08-10T17:10:36.807,,1353,1985,1353,2012-09-01T00:00:00,,0.848
Hadley/Polar Cells,ne 5:  Climate,Passive,Required,Text+Image,18.807,10.539,2013-08-10T16:44:56.327,,1354,,1354,2012-10-01T00:00:00,,0.847
Shrink Planet,fp 1:  Transits,Active,Required,unknown,-6.0599,9.5931,2013-08-10T16:39:26.738,,1355,1976,1355,2012-11-01T00:00:00,,0.846
Fix Size,ne 2:  Energy Balance,Active,Optional,unknown,-19.712,-7.1036,2013-08-10T16:15:41.417,,1356,1956,1356,2012-12-01T00:00:00,,0.845
Time 1 - Rock 1,ne 7:  Application,Active,Bank Option,unknown,14.088,0.21439,2013-08-10T16:04:53.621,,1357,1902,1357,2013-01-01T00:00:00,,0.844
RH - Water Zone,ne 2:  Energy Balance,Active,Optional,unknown,-24.631,-21.948,2013-08-10T15:50:42.385,,1358,1843,1358,2013-02-01T00:00:00,,0.843
Knossos - Cross,fl 5:  Biosignatures,Passive,Required,Text+Image,-22.059,-8.6664,2013-08-10T15:46:30.081,,1359,1974,1359,2013-03-01T00:00:00,,0.842
RV Magnitude,fp 2:  Radial Velocity,Active,Required,unknown,12.344,8.7912,2013-08-10T15:42:50.056,,1360,1860,1360,2013-04-01T00:00:00,,0.841
Science 3,Conclusion,Active,Required,unknown,21.995,2.9581,2013-08-10T15:36:34.267,,1361,1804,1361,2013-05-01T00:00:00,,0.84
Saturn Composition,fp 3:  Planet Composition,Active,Required,unknown,-20.87,12.986,2013-08-10T15:35:02.5,,1362,1973,1362,2013-06-01T00:00:00,,0.839
Option 1,L:  Application,Passive,Required,Text+Image,8.6228,7.3147,2013-08-10T15:28:29.723,,1363,1939,1363,2013-07-01T00:00:00,,0.838
Size - Eagle Nebula,Intro 3:  Space,Active,Required,unknown,-4.3325,-22.371,2013-08-10T15:26:04.889,,1364,1981,1364,2013-08-01T00:00:00,,0.837
H-R Test,R* 4:  H-R Diagram,Passive,Required,Text+Image,-0.34248,-11.701,2013-08-10T15:19:18.999,,1365,1851,1365,2013-09-01T00:00:00,,0.836
Periodicity,fp 1:  Transits,Active,Required,unknown,-2.4894,5.6165,2013-08-10T15:11:20.849,,1366,1932,1366,2013-10-01T00:00:00,,0.835
Memory - Analyze,Intro 2:  Mindscape,Passive,Required,Text+Poll Results,5.5516,-7.2011,2013-08-10T14:44:59.443,,1367,1934,1367,2013-11-01T00:00:00,,0.834
Star 4,fp 1:  Transits,Active,Required,unknown,-1.8484,0.54548,2013-08-10T14:19:11.584,,1368,1967,1368,2013-12-01T00:00:00,,0.833
Additional Zones,ne 5:  Climate,Passive,Required,Text+Image,20.26,9.5575,2013-08-10T13:36:52.807,,1369,1938,1369,2014-01-01T00:00:00,,0.832
Memory - Report,Intro 2:  Mindscape,Active,Required,unknown,5.4709,-6.9273,2013-08-10T13:32:15.548,,1370,1808,1370,2014-02-01T00:00:00,,0.831
Color Intro,R* 3:  Color,Passive,Required,Text+Image,0.8423,-1.6345,2013-08-10T13:15:15.626,,1371,1880,1371,2014-03-01T00:00:00,,0.83
Melt,ne 10:  Ancient Climates,Active,Required,unknown,12.455,26.408,2013-08-10T12:56:57.219,,1372,1960,1372,2014-04-01T00:00:00,,0.829
Bioessential,fl 1:  Application,Active,Required,unknown,-12.75,6.5366,2013-08-10T12:34:47.119,,1373,1926,1373,2014-05-01T00:00:00,,0.828
Controlling CO2,ne 8:  Inorganic Carbon Cycle,Passive,Required,Text+Sim,7.6832,26.458,2013-08-10T12:33:53.179,,1374,1936,1374,2014-06-01T00:00:00,,0.827
Partial Summary,fp 2:  Radial Velocity,Passive,Required,Text,12.609,9.247,2013-08-10T12:32:08.474,,1375,1924,1375,2014-07-01T00:00:00,,0.826
Sequence 3,ne 7:  Age Dating,Active,Required,unknown,22.841,-9.2997,2013-08-10T12:18:48.015,,1376,1822,1376,2014-08-01T00:00:00,,0.825
Mars Set-up,ne 9:  Habitable Zone,Active,Required,unknown,10.942,26.399,2013-08-10T12:17:31.332,,1377,1996,1377,2014-09-01T00:00:00,,0.824
Flux at Earth,ne 2:  Energy Balance,Passive,Required,Text+Image,-24.352,-10.209,2013-08-10T12:00:12.513,,1378,1931,1378,2014-10-01T00:00:00,,0.823
Metabolism,fl 3:  Redox Chemistry,Passive,Required,Text+Image,-10.669,17.314,2013-08-10T11:52:53.554,,1379,1848,1379,2014-11-01T00:00:00,,0.822
Combo 1,fp 4:  Application,Active,Bank Option,unknown,-18.619,10.521,2013-08-10T11:24:14.06,,1380,1896,1380,2014-12-01T00:00:00,,0.821
Brightness-Distance Relationship,ne 2:  Energy Balance,Active,Required,unknown,-24.179,-9.8571,2013-08-10T11:05:49.316,,1381,1868,1381,2015-01-01T00:00:00,,0.82
Basalt Morphology,ne 7:  Age Dating,Passive,Required,Text+Image,10.196,-21.619,2013-08-10T10:59:58.18,,1382,1906,1382,2015-02-01T00:00:00,,0.819
Planets - Oldest Surface,ne 6:  Planetary Evolution,Active,Required,unknown,0.074931,10.147,2013-08-10T10:24:35.505,,1383,1893,1383,2015-03-01T00:00:00,,0.818
Loop - Temp/Evap,ne 8:  Inorganic Carbon Cycle,Active,Required,unknown,2.2364,28.947,2013-08-10T09:59:37.069,,1384,1804,1384,2015-04-01T00:00:00,,0.817
Source Intro,ne 8:  Inorganic Carbon Cycle,Passive,Required,Text+Image,6.1695,27.557,2013-08-10T09:30:32.205,,1385,2006,1385,2015-05-01T00:00:00,,0.816
Major,Intro 1:  Preconceptions,Active,Required,unknown,-22.284,11.297,2013-08-10T09:16:12.036,,1386,1867,1386,2015-06-01T00:00:00,,0.815
Unpreferred Alignment,fp 1:  Transits,Active,Required,unknown,-9.3166,14.987,2013-08-10T09:13:56.927,,1387,1811,1387,2015-07-01T00:00:00,,0.814
Lecturette:  Types of Planets,fp 3:  Planet Composition,Passive,Required,Video,-7.8069,25.075,2013-08-10T09:09:04.127,,1388,1916,1388,2015-08-01T00:00:00,,0.813
Benefits 2,Conclusion,Active,Required,unknown,22.668,0.21556,2013-08-10T09:02:06.552,,1389,1822,1389,2015-09-01T00:00:00,,0.812
Density Definition,fp 3:  Planet Composition,Passive,Required,Text+Image,-8.2638,24.517,2013-08-10T08:57:47.969,,1390,1898,1390,2015-10-01T00:00:00,,0.811
Definitions,R* 2:  Brightness,Passive,Required,Text+Image,-5.6423,-20.288,2013-08-10T08:04:26.231,,1391,1950,1391,2015-11-01T00:00:00,,0.81
Mars,ne 9:  Habitable Zone,Passive,Required,Text+Image,11.182,26.144,2013-08-10T07:27:56.592,,1392,1491,1392,2015-12-01T00:00:00,,0.809
Introduction,Intro 1:  Preconceptions,Passive,Required,Text,-22.974,10.321,2013-08-10T06:58:46.137,,1393,1890,1393,2016-01-01T00:00:00,,0.808
Terraform,L:  Application,Passive,Required,Text,15.559,-7.1397,2013-08-10T06:52:59.281,,1394,1911,1394,2016-02-01T00:00:00,,0.807
Summary,R* 2:  Brightness,Passive,Required,Text+Video,-6.2625,-6.3811,2013-08-10T06:43:15.097,,1395,1877,1395,2016-03-01T00:00:00,,0.806
Universality - Intro,R* 2:  Brightness,Passive,Required,Text+Sim,-17.489,-18.281,2013-08-10T06:07:42.225,,1396,1940,1396,2016-04-01T00:00:00,,0.805
Instructions,fl 3:  Application,Passive,Required,Text,-1.517,19.121,2013-08-10T06:05:39.486,,1397,1986,1397,2016-05-01T00:00:00,,0.804
Periodicity Demo,fp 1:  Transits,Passive,Required,Text+Video,-2.111,5.4409,2013-08-10T04:49:01.677,,1398,1953,1398,2016-06-01T00:00:00,,0.803
Social Insects,fc:  Civilization and Energy,Passive,Required,Text+Image,0.0060634,3.3296,2013-08-10T04:47:18.239,,1399,1900,1399,2016-07-01T00:00:00,,0.802
Increasing CO2,ne 8:  Inorganic Carbon Cycle,Active,Required,unknown,7.8721,26.139,2013-08-10T04:38:27.482,,1400,1849,1400,2016-08-01T00:00:00,,0.801
Fix Hypothesis,R* 5:  Stellar Lifecycles,Active,Optional,unknown,-1.4181,-16.5,2013-08-10T04:35:07.593,,1401,1857,1401,2016-09-01T00:00:00,,0.8
